Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.12.03_08.02.06,-8.482086,51.900862,0,B,13,5G,-79,-9,4.0,15,-72,8,2,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-12.0
2019.12.03_08.02.06,-8.482086,51.900862,0,B,13,5G,-79,-9,4.0,15,-72,0,1,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-12.0
2019.12.03_08.02.08,-8.482086,51.900862,0,B,13,5G,-80,-10,0.0,15,-72,0,0,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_08.02.09,-8.482086,51.900862,0,B,13,5G,-80,-10,0.0,15,-72,46,13,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_08.02.10,-8.482086,51.900862,0,B,13,5G,-79,-9,0.0,15,-72,117,43,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_08.02.11,-8.482086,51.900862,0,B,13,5G,-79,-9,0.0,8,-70,0,0,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_08.02.12,-8.482086,51.900862,0,B,13,5G,-80,-9,4.0,8,-70,590,328,D,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_08.02.13,-8.482086,51.900862,0,B,13,5G,-80,-9,4.0,10,-72,11,0,D,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_08.02.14,-8.482086,51.900862,0,B,13,5G,-80,-9,3.0,10,-72,2,4,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_08.02.15,-8.482086,51.900862,0,B,13,5G,-80,-9,3.0,10,-72,1303,131,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_08.02.16,-8.482086,51.900862,0,B,13,5G,-79,-11,5.0,10,-72,21302,214,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_08.02.17,-8.482086,51.900862,0,B,13,5G,-79,-11,5.0,10,-72,40380,367,D,-,-,-,-,-,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_08.02.18,-8.482086,51.900862,0,B,13,5G,-81,-10,5.0,15,-70,52673,432,D,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-11.0
2019.12.03_08.02.19,-8.482086,51.900862,0,B,13,5G,-81,-10,5.0,15,-70,48521,308,D,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-11.0
2019.12.03_08.02.20,-8.482086,51.900862,0,B,13,5G,-79,-11,6.0,15,-70,11039,160,D,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_08.02.22,-8.482086,51.900862,0,B,13,5G,-79,-11,6.0,15,-70,0,0,D,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_08.02.23,-8.482086,51.900862,0,B,13,5G,-80,-9,-1.0,15,-70,0,0,D,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-9.0
2019.12.03_08.02.24,-8.482086,51.900862,0,B,13,5G,-80,-9,-1.0,15,-70,0,0,I,-,-,-,-,-,D,A992,9CBA,11112973,-80.0,-9.0
2019.12.03_08.02.25,-8.482086,51.900862,0,B,13,5G,-81,-12,-5.0,15,-72,0,0,I,-,-,-,-,-,D,A992,9CBA,11112973,-79.0,-13.0
2019.12.03_08.02.26,-8.482086,51.900862,0,B,13,5G,-81,-12,-5.0,15,-72,0,0,D,-,-,-,-,-,D,A992,9CBA,11112973,-79.0,-13.0
