Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.11.23_14.30.10,-8.394860000000001,51.886241,0,B,11,5G,-97,-12,10.0,13,-,141,44,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-14.0
2019.11.23_14.30.11,-8.394860000000001,51.886241,0,B,11,5G,-94,-13,8.0,11,-,0,7,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-95.0,-204.0
2019.11.23_14.30.11,-8.392723,51.886788,0,B,11,5G,-94,-13,8.0,11,-,0,7,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-95.0,-204.0
2019.11.23_14.30.12,-8.392723,51.886788,0,B,11,5G,-94,-13,8.0,11,-,53,8,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-95.0,-204.0
2019.11.23_14.30.13,-8.392723,51.886788,0,B,11,5G,-96,-13,4.0,11,-,0,0,I,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2019.11.23_14.30.14,-8.392723,51.886788,0,B,11,5G,-96,-13,4.0,11,-,56,26,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2019.11.23_14.30.15,-8.392723,51.886788,0,B,11,5G,-95,-14,9.0,11,-,38,46,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-19.0
2019.11.23_14.30.16,-8.392723,51.886788,0,B,11,5G,-95,-14,9.0,11,-,0,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-19.0
2019.11.23_14.30.17,-8.392723,51.886788,0,B,11,5G,-95,-10,7.0,11,-,2737,356,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
2019.11.23_14.30.18,-8.392723,51.886788,0,B,11,5G,-95,-10,7.0,11,-,4638,281,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
2019.11.23_14.30.19,-8.392723,51.886788,0,B,11,5G,-94,-16,4.0,15,-76,4319,171,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-99.0,-20.0
2019.11.23_14.30.20,-8.392723,51.886788,0,B,11,5G,-94,-16,4.0,14,-,0,57,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-99.0,-20.0
2019.11.23_14.30.21,-8.392723,51.886788,0,B,11,5G,-94,-14,8.0,14,-,3425,179,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-95.0,-2.0
2019.11.23_14.30.22,-8.392723,51.886788,0,B,11,5G,-94,-14,8.0,14,-,3026,179,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-95.0,-2.0
2019.11.23_14.30.23,-8.392723,51.886788,0,B,11,5G,-94,-15,5.0,14,-,3463,142,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
2019.11.23_14.30.25,-8.392723,51.886788,0,B,11,5G,-94,-15,5.0,14,-,2568,116,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
