Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.11.23_16.08.19,-8.358103999999999,51.903147,0,B,11,5G,-102,-10,1.0,11,-85,36,7,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-14.0
2019.11.23_16.08.19,-8.358193,51.903932,1,B,11,5G,-102,-10,1.0,11,-85,36,7,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-14.0
2019.11.23_16.08.19,-8.358193,51.903932,1,B,11,5G,-102,-10,1.0,11,-85,1,6,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-14.0
2019.11.23_16.08.20,-8.358193,51.903932,1,B,11,5G,-103,-12,2.0,11,-85,1,1,D,-,-,-,-,-,B,A99E,9CBA,11116043,-106.0,-15.0
2019.11.23_16.08.21,-8.358193,51.903932,1,B,11,5G,-103,-12,2.0,11,-85,35,10,D,-,-,-,-,-,B,A99E,9CBA,11116043,-106.0,-15.0
2019.11.23_16.08.23,-8.358193,51.903932,1,B,11,5G,-103,-10,4.0,11,-85,2,1,D,-,-,-,-,-,B,A99E,9CBA,11116043,-106.0,-13.0
2019.11.23_16.08.24,-8.358193,51.903932,1,B,11,5G,-103,-10,4.0,8,-87,0,0,D,-,-,-,-,-,B,A99E,9CBA,11116043,-106.0,-13.0
2019.11.23_16.08.25,-8.358193,51.903932,1,B,11,5G,-104,-11,2.0,8,-87,165,58,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-14.0
2019.11.23_16.08.26,-8.358193,51.903932,1,B,11,5G,-104,-11,2.0,8,-87,9487,693,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-14.0
2019.11.23_16.08.27,-8.358193,51.903932,1,B,11,5G,-104,-12,2.0,8,-87,23314,775,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-17.0
2019.11.23_16.08.28,-8.358193,51.903932,1,B,11,5G,-104,-12,2.0,8,-87,18569,609,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-17.0
2019.11.23_16.08.29,-8.358193,51.903932,1,B,11,5G,-103,-17,3.0,8,-87,20833,760,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-20.0
2019.11.23_16.08.30,-8.358193,51.903932,1,B,11,5G,-103,-17,3.0,8,-87,23992,494,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-20.0
2019.11.23_16.08.31,-8.358193,51.903932,1,B,11,5G,-104,-17,3.0,8,-87,25321,484,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-19.0
2019.11.23_16.08.32,-8.358193,51.903932,1,B,11,5G,-104,-17,3.0,8,-87,21552,413,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-19.0
2019.11.23_16.08.33,-8.358193,51.903932,1,B,11,5G,-103,-16,3.0,8,-87,15722,323,D,-,-,-,-,-,B,A99E,9CBA,11116043,-108.0,-18.0
2019.11.23_16.08.34,-8.358193,51.903932,1,B,11,5G,-103,-16,3.0,8,-87,17674,353,D,-,-,-,-,-,B,A99E,9CBA,11116043,-108.0,-18.0
2019.11.23_16.08.35,-8.358193,51.903932,1,B,11,5G,-104,-17,2.0,8,-87,24553,664,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-18.0
2019.11.23_16.08.36,-8.358193,51.903932,1,B,11,5G,-104,-17,2.0,8,-87,26841,477,D,-,-,-,-,-,B,A99E,9CBA,11116043,-107.0,-18.0
2019.11.23_16.08.38,-8.358193,51.903932,1,B,11,5G,-103,-17,2.0,8,-87,17427,379,D,-,-,-,-,-,B,A99E,9CBA,11116043,-106.0,-20.0
2019.11.23_16.08.39,-8.358193,51.903932,1,B,11,5G,-103,-17,2.0,8,-87,23086,427,D,-,-,-,-,-,B,A99E,9CBA,11116043,-106.0,-20.0
2019.11.23_16.08.40,-8.358193,51.903932,1,B,11,5G,-102,-17,2.0,11,-85,23876,490,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-19.0
2019.11.23_16.08.41,-8.358193,51.903932,1,B,11,5G,-102,-17,2.0,11,-85,24685,455,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-19.0
2019.11.23_16.08.42,-8.358193,51.903932,1,B,11,5G,-104,-16,0.0,9,-87,18733,276,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-15.0
2019.11.23_16.08.43,-8.358193,51.903932,1,B,11,5G,-104,-16,0.0,9,-87,3936,68,D,-,-,-,-,-,B,A99E,9CBA,11116043,-105.0,-15.0
