Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.11.28_07.27.57,-8.388193,51.935608,0,B,12,5G,-102,-10,8.0,14,-,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-102.0,-1.0
2019.11.28_07.27.57,-8.388269000000001,51.935542,1,B,12,5G,-102,-10,8.0,14,-,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-102.0,-1.0
2019.11.28_07.27.58,-8.388269000000001,51.935542,1,B,12,5G,-102,-10,8.0,14,-,0,2,D,-,-,-,-,-,C,A81B,9CBA,11016972,-102.0,-1.0
2019.11.28_07.27.59,-8.388269000000001,51.935542,1,B,12,5G,-102,-10,3.0,14,-,3,2,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-3.0
2019.11.28_07.28.00,-8.388269000000001,51.935542,1,B,12,5G,-102,-10,3.0,14,-,9,13,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-3.0
2019.11.28_07.28.01,-8.388269000000001,51.935542,1,B,12,5G,-103,-11,6.0,14,-,926,93,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-4.0
2019.11.28_07.28.02,-8.388269000000001,51.935542,1,B,12,5G,-103,-11,6.0,14,-,2814,146,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-4.0
2019.11.28_07.28.03,-8.388269000000001,51.935542,1,B,12,5G,-100,-11,1.0,14,-,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-5.0
2019.11.28_07.28.04,-8.388269000000001,51.935542,1,B,12,5G,-100,-11,1.0,14,-,1872,165,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-5.0
2019.11.28_07.28.05,-8.388269000000001,51.935542,1,B,12,5G,-100,-9,8.0,14,-,23,4,D,-,-,-,-,-,C,A81B,9CBA,11016972,-102.0,-13.0
2019.11.28_07.28.06,-8.388269000000001,51.935542,1,B,12,5G,-100,-9,8.0,14,-,168,17,D,-,-,-,-,-,C,A81B,9CBA,11016972,-102.0,-13.0
2019.11.28_07.28.07,-8.388269000000001,51.935542,1,B,12,5G,-101,-9,11.0,14,-,2719,167,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-3.0
2019.11.28_07.28.08,-8.388269000000001,51.935542,1,B,12,5G,-101,-9,11.0,13,-,13321,318,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-3.0
2019.11.28_07.28.09,-8.388269000000001,51.935542,1,B,12,5G,-100,-10,12.0,13,-,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-3.0
