Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2020.01.16_09.56.56,-8.506829,51.901234,0,B,13,5G,-99,-10,4.0,11,-101,129,27,D,-,-,-,-,-,D,A705,9CBA,10945805,-100.0,2147483647.0
2020.01.16_09.56.57,-8.506205,51.900914,1,B,13,5G,-99,-10,4.0,11,-95,129,27,D,-,-,-,-,-,D,A705,9CBA,10945805,-100.0,2147483647.0
2020.01.16_09.56.57,-8.506205,51.900914,1,B,13,5G,-99,-10,4.0,11,-95,1,2,D,-,-,-,-,-,D,A705,9CBA,10945805,-100.0,2147483647.0
2020.01.16_09.56.58,-8.506205,51.900914,1,B,13,5G,-99,-9,3.0,13,-99,0,0,I,-,-,-,-,-,D,A705,9CBA,10945805,-98.0,2147483647.0
2020.01.16_09.56.59,-8.506205,51.900914,1,B,13,5G,-99,-9,3.0,13,-95,43,17,D,-,-,-,-,-,D,A705,9CBA,10945805,-98.0,2147483647.0
2020.01.16_09.57.00,-8.506205,51.900914,1,B,13,5G,-99,-9,3.0,13,-99,43,17,D,69.0,69.0,69.0,0.0,50.0,D,A705,9CBA,10945805,-98.0,2147483647.0
2020.01.16_09.57.00,-8.506205,51.900914,1,B,13,5G,-98,-10,-1.0,9,-99,3,2,D,-,-,-,-,-,D,A705,9CBA,10945805,-101.0,-8.0
2020.01.16_09.57.02,-8.506205,51.900914,1,B,13,5G,-98,-10,-1.0,9,-101,18586,203,D,-,-,-,-,-,D,A705,9CBA,10945805,-101.0,-8.0
2020.01.16_09.57.03,-8.506205,51.900914,1,B,13,5G,-84,-10,13.0,11,-97,18723,97,D,-,-,-,-,-,D,A705,9CBA,10945805,-97.0,-7.0
2020.01.16_09.57.04,-8.506205,51.900914,1,B,13,5G,-84,-10,13.0,11,-95,17582,87,D,-,-,-,-,-,D,A705,9CBA,10945805,-97.0,-7.0
2020.01.16_09.57.05,-8.506205,51.900914,1,B,13,5G,-91,-10,11.0,12,-97,16185,86,D,-,-,-,-,-,D,A705,9CBA,10945805,-95.0,-7.0
2020.01.16_09.57.06,-8.506205,51.900914,1,B,13,5G,-91,-10,11.0,12,-97,17557,97,D,-,-,-,-,-,D,A705,9CBA,10945805,-95.0,-7.0
2020.01.16_09.57.07,-8.506205,51.900914,1,B,13,5G,-95,-9,7.0,10,-95,18702,84,D,-,-,-,-,-,D,A705,9CBA,10945805,-94.0,-7.0
2020.01.16_09.57.08,-8.506205,51.900914,1,B,13,5G,-95,-9,7.0,10,-93,18389,87,D,-,-,-,-,-,D,A705,9CBA,10945805,-94.0,-7.0
