Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.11.21_15.38.36,-8.460065,51.88763,0,B,1,LTE,-90,-7,9.0,7,-72,36,6,D,-,-,-,-,-,1,53E42,9CBA,87966209,-95.0,-16.0
2019.11.21_15.38.36,-8.460221,51.887427,1,B,1,LTE,-90,-7,9.0,7,-72,36,6,D,-,-,-,-,-,1,53E42,9CBA,87966209,-95.0,-16.0
2019.11.21_15.38.36,-8.460221,51.887427,1,B,1,LTE,-90,-7,9.0,7,-72,198,80,D,-,-,-,-,-,1,53E42,9CBA,87966209,-95.0,-16.0
2019.11.21_15.38.37,-8.460221,51.887427,1,B,1,LTE,-91,-7,2.0,14,-74,0,0,D,-,-,-,-,-,1,53E42,9CBA,87966209,-96.0,-14.0
2019.11.21_15.38.39,-8.460221,51.887427,1,B,1,LTE,-91,-7,2.0,14,-74,10,13,D,-,-,-,-,-,1,53E42,9CBA,87966209,-96.0,-14.0
2019.11.21_15.38.40,-8.460221,51.887427,1,B,1,LTE,-89,-9,3.0,10,-72,165,57,D,-,-,-,-,-,1,53E42,9CBA,87966209,-93.0,-14.0
2019.11.21_15.38.41,-8.460221,51.887427,1,B,1,LTE,-89,-9,3.0,10,-72,6689,681,D,-,-,-,-,-,1,53E42,9CBA,87966209,-93.0,-14.0
2019.11.21_15.38.42,-8.460221,51.887427,1,B,1,LTE,-84,-10,1.0,10,-67,17267,647,D,-,-,-,-,-,1,53E42,9CBA,87966209,-90.0,-16.0
2019.11.21_15.38.43,-8.460221,51.887427,1,B,1,LTE,-84,-10,1.0,10,-67,28223,908,D,-,-,-,-,-,1,53E42,9CBA,87966209,-90.0,-16.0
2019.11.21_15.38.44,-8.460221,51.887427,1,B,1,LTE,-85,-9,4.0,10,-67,27813,935,D,-,-,-,-,-,1,53E42,9CBA,87966209,-91.0,-15.0
2019.11.21_15.38.45,-8.460221,51.887427,1,B,1,LTE,-85,-9,4.0,14,-69,15385,359,D,-,-,-,-,-,1,53E42,9CBA,87966209,-91.0,-15.0
2019.11.21_15.38.46,-8.460221,51.887427,1,B,1,LTE,-90,-10,2.0,12,-73,17088,336,D,-,-,-,-,-,1,53E42,9CBA,87966209,-92.0,-16.0
2019.11.21_15.38.47,-8.460221,51.887427,1,B,1,LTE,-90,-10,2.0,8,-71,13939,243,D,-,-,-,-,-,1,53E42,9CBA,87966209,-92.0,-16.0
2019.11.21_15.38.48,-8.460221,51.887427,1,B,1,LTE,-87,-12,4.0,8,-71,11366,210,D,-,-,-,-,-,1,53E42,9CBA,87966209,-96.0,-20.0
2019.11.21_15.38.49,-8.460221,51.887427,1,B,1,LTE,-87,-12,4.0,9,-69,24747,392,D,-,-,-,-,-,1,53E42,9CBA,87966209,-96.0,-20.0
2019.11.21_15.38.50,-8.460221,51.887427,1,B,1,LTE,-82,-10,5.0,11,-69,30305,395,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.51,-8.460221,51.887427,1,B,1,LTE,-82,-10,5.0,11,-69,14561,239,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.52,-8.460221,51.887427,1,B,1,LTE,-86,-13,4.0,11,-69,8855,155,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.53,-8.460221,51.887427,1,B,1,LTE,-86,-13,4.0,15,-61,0,0,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.54,-8.460221,51.887427,1,B,1,LTE,-74,-11,24.0,10,-56,0,0,I,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.56,-8.460221,51.887427,1,B,1,LTE,-74,-11,24.0,11,-69,0,0,I,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.57,-8.460221,51.887427,1,B,1,LTE,-84,-13,9.0,11,-69,0,0,I,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.58,-8.460221,51.887427,1,B,1,LTE,-84,-13,9.0,12,-67,0,0,I,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.38.59,-8.460221,51.887427,1,B,1,LTE,-87,-9,10.0,10,-73,0,0,I,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.39.00,-8.460221,51.887427,1,B,1,LTE,-87,-9,10.0,11,-70,0,0,I,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.39.01,-8.460221,51.887427,1,B,1,LTE,-86,-9,3.0,12,-73,2,4,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.39.02,-8.460221,51.887427,1,B,1,LTE,-86,-9,3.0,12,-73,0,0,I,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.39.03,-8.460221,51.887427,1,B,1,LTE,-90,-13,2.0,12,-73,3,4,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.39.04,-8.460221,51.887427,1,B,1,LTE,-90,-13,2.0,12,-73,2,3,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
2019.11.21_15.39.05,-8.460221,51.887427,1,B,1,LTE,-92,-10,-1.0,12,-73,38,17,D,-,-,-,-,-,1,53E42,9CBA,87966209,-,-
