Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.12.03_07.29.22,-8.387911,51.935522,2,B,12,5G,-100,-10,10.0,12,-,1,2,D,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-13.0
2019.12.03_07.29.23,-8.388125,51.935657,2,B,12,5G,-100,-10,10.0,13,-90,1,2,D,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-13.0
2019.12.03_07.29.23,-8.388125,51.935657,2,B,12,5G,-101,-11,4.0,13,-90,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-15.0
2019.12.03_07.29.24,-8.388125,51.935657,2,B,12,5G,-101,-11,4.0,11,-,35,10,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-15.0
2019.12.03_07.29.25,-8.388125,51.935657,2,B,12,5G,-100,-10,13.0,11,-,0,0,D,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-13.0
2019.12.03_07.29.26,-8.388125,51.935657,2,B,12,5G,-100,-10,13.0,11,-,3,6,D,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-13.0
2019.12.03_07.29.27,-8.388125,51.935657,2,B,12,5G,-100,-11,5.0,13,-90,3,6,D,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-14.0
2019.12.03_07.29.28,-8.388125,51.935657,2,B,12,5G,-100,-11,5.0,10,-88,1,1,D,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-14.0
2019.12.03_07.29.29,-8.388125,51.935657,2,B,12,5G,-100,-10,11.0,10,-88,0,2,D,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-8.0
2019.12.03_07.29.31,-8.388125,51.935657,2,B,12,5G,-100,-10,11.0,10,-88,1,1,D,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-8.0
2019.12.03_07.29.32,-8.388125,51.935657,2,B,12,5G,-101,-10,10.0,10,-88,0,0,D,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-12.0
2019.12.03_07.29.33,-8.388125,51.935657,2,B,12,5G,-101,-10,10.0,10,-88,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-106.0,-12.0
2019.12.03_07.29.34,-8.388125,51.935657,2,B,12,5G,-101,-12,7.0,10,-88,0,2,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-14.0
2019.12.03_07.29.35,-8.388125,51.935657,2,B,12,5G,-101,-12,7.0,10,-88,2,1,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-14.0
2019.12.03_07.29.36,-8.388125,51.935657,2,B,12,5G,-100,-11,7.0,11,-90,480,188,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-15.0
2019.12.03_07.29.37,-8.388125,51.935657,2,B,12,5G,-100,-11,7.0,11,-90,2210,48,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-15.0
2019.12.03_07.29.38,-8.388125,51.935657,2,B,12,5G,-101,-11,10.0,11,-90,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-14.0
2019.12.03_07.29.39,-8.388125,51.935657,2,B,12,5G,-101,-11,10.0,11,-90,455,162,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-14.0
2019.12.03_07.29.40,-8.388125,51.935657,2,B,12,5G,-100,-12,5.0,11,-90,0,0,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-9.0
2019.12.03_07.29.41,-8.388125,51.935657,2,B,12,5G,-100,-12,5.0,10,-88,0,1,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-9.0
2019.12.03_07.29.42,-8.388125,51.935657,2,B,12,5G,-100,-10,11.0,10,-88,1,2,D,-,-,-,-,-,C,A81B,9CBA,11016972,-103.0,-9.0
2019.12.03_07.29.43,-8.388125,51.935657,2,B,12,5G,-100,-10,11.0,12,-90,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-103.0,-9.0
2019.12.03_07.29.45,-8.388125,51.935657,2,B,12,5G,-102,-10,1.0,12,-90,12357,498,D,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-12.0
2019.12.03_07.29.46,-8.388125,51.935657,2,B,12,5G,-102,-10,1.0,12,-90,0,0,D,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-12.0
2019.12.03_07.29.47,-8.388125,51.935657,2,B,12,5G,-101,-11,8.0,12,-88,24178,546,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-16.0
2019.12.03_07.29.48,-8.388125,51.935657,2,B,12,5G,-101,-11,8.0,12,-88,48195,812,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-16.0
2019.12.03_07.29.49,-8.388125,51.935657,2,B,12,5G,-102,-12,6.0,12,-88,18229,1886,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-14.0
2019.12.03_07.29.50,-8.388125,51.935657,2,B,12,5G,-102,-12,6.0,12,-88,24486,360,D,-,-,-,-,-,C,A81B,9CBA,11016972,-105.0,-14.0
2019.12.03_07.29.51,-8.388125,51.935657,2,B,12,5G,-99,-9,8.0,13,-86,4857,37,D,-,-,-,-,-,C,A81B,9CBA,11016972,-103.0,-10.0
2019.12.03_07.29.53,-8.388125,51.935657,2,B,12,5G,-99,-9,8.0,13,-86,277,11,D,-,-,-,-,-,C,A81B,9CBA,11016972,-103.0,-10.0
2019.12.03_07.29.54,-8.388125,51.935657,2,B,12,5G,-100,-11,4.0,13,-86,0,0,D,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-15.0
2019.12.03_07.29.55,-8.388125,51.935657,2,B,12,5G,-100,-11,4.0,14,-88,5887,69,D,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-15.0
2019.12.03_07.29.56,-8.388125,51.935657,2,B,12,5G,-99,-10,11.0,14,-88,0,0,I,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-16.0
2019.12.03_07.29.57,-8.388125,51.935657,2,B,12,5G,-99,-10,11.0,14,-88,273,13,D,-,-,-,-,-,C,A81B,9CBA,11016972,-104.0,-16.0
2019.12.03_07.29.58,-8.388125,51.935657,2,B,12,5G,-98,-12,4.0,14,-88,1,1,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-13.0
2019.12.03_07.29.59,-8.388125,51.935657,2,B,12,5G,-98,-12,4.0,14,-88,273,9,D,-,-,-,-,-,C,A81B,9CBA,11016972,-101.0,-13.0
2019.12.03_07.30.00,-8.388125,51.935657,2,B,12,5G,-99,-11,2.0,14,-88,3810,25,D,-,-,-,-,-,C,A81B,9CBA,11016972,-102.0,-14.0
